name,release_date,english,developer,publisher,platforms,required_age,categories,genres,tags,achievements,average_playtime,price,short_description,estimated_sells,rating
Covert Syndrome,2017-04-21,1,Offworld Industries,Offworld Industries,windows,0,Single-player;Co-op;Online Co-op;Local Co-op;Steam Achievements;Stats;Steam Leaderboards,Violent;Action;Casual;Free to Play;Indie,Free to Play;Action;Violent,11,0,0.0,Covert Syndrome is a free to play Coop corridor shooter with a focus on unscripted AI and fast tough combat. Created as a prototyping project we wanted to release it to the community so people can experience Co-op VR for free.,4773,Mixed
Immortal Planet,2017-07-27,1,teedoubleuGAMES,teedoubleuGAMES,windows,0,Single-player;Full controller support,Action;Adventure;Indie;RPG,Souls-like;Action;Indie,9,38,10.99,Immortal Planet is an action RPG with challenging combat that rewards patience and punishes recklessness. Explore the crumbling remains of a society of immortals trapped in endless cycles of rebirth. Fight your way to discover the planet's mystery and escape its curse.,5418,Positive
UniBall,2017-02-24,1,StormBrewers,StormBrewers,windows;linux,0,Multi-player;Online Multi-Player,Action;Indie;Sports,Sports;Indie;Action,0,0,0.0,"One of the longest running independent games on the Internet, UniBall has evolved from a simple version of space hockey into an online multiplayer e-sport that is uniquely its own.",6751,Positive
Bullets And More VR - BAM VR,2018-04-02,1,Koenigz,Koenigz,windows,0,Single-player;Online Multi-Player;Steam Workshop;Includes level editor,Action;Indie,Action;Indie;VR,0,0,7.19,"Jump into an action packed multiplayer experience with up to 12 players and respawns without boring downtime. Featuring more than 40 unique maps and various game modes (BAM Royale, Deathmatch, Team Deathmatch, Capture The Flag, Virus Infection, Gun Game and Classic Deathmatch).",18506,Positive
McPixel,2012-09-25,1,Sos Sosowski,Sos Sosowski,windows;mac,0,Single-player;Steam Trading Cards;Steam Cloud;Includes level editor,Action;Adventure;Indie,Point & Click;Indie;Comedy,0,136,2.99,McPixel is a save-the-day guy that you guide through 100 short challenges to prevent stuff from blowing up. You have only 20 seconds to save the day! Think quick!,282899,Positive
A Healer Only Lives Twice,2016-06-02,1,Pon Pon Games,AGM PLAYISM,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;RPG;Strategy,Strategy;RPG;Indie,13,0,3.99,"All You Need Is Heal! Monsters have cornered you in the dungeon corridors. As a newly hired Priest, your duties are to use your magical abilities to heal your comrade, a Knight on the front-line, and provide support during battle. Will these two brave souls live to see the light of day again?",6084,Mostly Positive
Hinterland,2008-09-30,1,"Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc.",windows,0,Single-player;Steam Achievements,RPG;Strategy,Strategy;RPG;Fantasy,9,0,6.99,"June 11, 2009 - Update Two new playable Orc classes: Lord (Warrior) or Shaman. Expanded gameplay: Orcs consume twice as much food, learn martial skills faster, manufacture items slower, and the Shaman uses totems to summon creatures. Several new items regardless of character class.",11929,Mixed
ISLANDERS,2019-04-04,1,GrizzlyGames,GrizzlyGames,windows,0,Single-player;Steam Achievements;Steam Leaderboards,Casual;Indie;Strategy,Strategy;Indie;City Builder,26,0,4.79,ISLANDERS is a minimalist strategy game about building cities on colorful islands.,56412,Very Positive
Sniper: Ghost Warrior,2010-06-24,1,City Interactive,CI Games,windows,0,Single-player;Multi-player;Steam Achievements;Partial Controller Support,Action,Action;Sniper;FPS,24,113,5.99,"As a Ghost Warrior, an elite sniper in a highly trained special ops unit, your unique skills in the art of stalking, target detection, surveillance and shooting accuracy will determine mission success.",305809,Negative
Stacking,2012-03-06,1,Double Fine Productions,Double Fine Productions,windows;mac;linux,0,Single-player;Partial Controller Support,Adventure;Indie,Adventure;Puzzle;Indie,21,238,6.99,Embark on an adventure to rescue Charlie’s family from the nefarious industrialist known only as the 'Baron.,112654,Positive
Invasion: Brain Craving,2016-06-22,1,New Reality Games,New Reality Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Casual;Indie;RPG;Simulation;Strategy,Indie;RPG;Adventure,15,237,0.79,"It's the zombie-slaying survival game with JRPG elements you didn't know you wanted! Get swarmed by zombies in active-time battles, search for other survivors, eat and most importantly: SURVIVE!",13832,Negative
Dead Horizon,2017-08-11,1,14 Hours Productions,14 Hours Productions,windows;mac;linux,0,Single-player,Action;Adventure;Indie,Indie;Action;Pixel Graphics,0,0,0.0,Most people never get a shot at making a difference. If you did... would you miss? -- Dead Horizon is a short and dirty point and click western themed adventure game that's also completely free.,9976,Very Positive
The Huntsman: Winter's Curse,2016-04-22,1,Desert Owl Games LLC,Desert Owl Games LLC,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Indie;RPG,Adventure;RPG;Indie,10,0,0.0,"The Huntsman: Winter’s Curse is a narrative-driven, interactive fantasy fiction game with a card based combat system set in the universe of Snow White and the Huntsman.",12896,Mixed
Command & Conquer: Red Alert 3,2009-01-08,1,EA Los Angeles,Electronic Arts,windows,0,Single-player,Strategy,Strategy;RTS;Base-Building,0,575,9.99,"The desperate leadership of a doomed Soviet Union travels back in time to change history and restore the glory of Mother Russia. The time travel mission goes awry, creating an alternate timeline where technology has followed an entirely different evolution, a new superpower has been thrust on to the world stage, and World War III is...",414355,Positive
LoveKami -Useless Goddess-,2017-05-29,1,MoeNovel,MoeNovel,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Simulation,Sexual Content;Nudity;Visual Novel,19,252,9.99,"After finding a collapsed goddess on the street, Sho takes her home. Akane is an Aragami, a goddess that only thinks about herself and causes trouble to those around her. Can Sho, with the help of Inori and Maika, help Akane reform into a perfect goddess?",6321,Mostly Positive
Tomb Raider I,2012-11-28,1,Core Design,Square Enix,windows,12,Single-player,Action;Adventure,Adventure;Action;Classic,0,25,4.99,"Adventurer Lara Croft has been hired to recover the pieces of an ancient artifact known as the Scion. With her fearless acrobatic style she runs, jumps, swims and climbs her way towards the truth of its origin and powers - leaving only a trail of empty tombs and gun-cartridges in her wake.",163846,Positive
Rogue Trooper,2007-03-29,1,Rebellion,Rebellion,windows,0,Single-player;Multi-player;Co-op,Action,Action;Third-Person Shooter;Sci-fi,0,0,6.99,"Nu Earth: a poisoned planet where endless war rages between the Norts and the Southers. A futile struggle on a hostile planet with no end in sight. But there are tales of a lone warrior. A man who knows no allegiance, the Rogue Trooper!",20777,Very Positive
QUAKE III: Team Arena,2007-08-03,1,id Software,id Software,windows,0,Single-player;Multi-player;Steam Cloud,Action,Action;FPS;Competitive,0,0,12.99,"Never before have the forces aligned. United by name and by cause, The Fallen, Pagans, Crusaders, Intruders, and Stroggs must channel their power into an allied operation where teamwork is the only method of mass destruction. Four distinct games test each troop's synthesis and strength to exacting degrees.",10981,Mostly Positive
Metal War Online: Retribution,2015-12-01,1,GDT Limited,GDT Limited,windows,0,Multi-player,Action;Free to Play;Massively Multiplayer;Racing;Early Access,Early Access;Free to Play;Multiplayer,0,76,0.0,Fast Online Car Shooter. Unmatched dynamic shooter with a huge selection of futuristic technology! Millions of players.,49538,Negative
Organ Quarter,2017-10-19,1,Outer Brain Studios,Outer Brain Studios,windows,0,Single-player,Violent;Gore;Action;Adventure;Indie,Violent;Adventure;Indie,0,0,18.99,"Organ Quarter is a VR survival horror game built from the ground-up for hand-tracked virtual reality. Explore labyrinthine environments, engage in tense combat, carefully manage your resources and solve horrifying puzzles in this homage to the slow, methodical survival horror experiences of the '90s.",6020,Positive
Chaos Domain,2014-05-01,1,Holy Warp;Black Wing Foundation,KISS ltd;Holy Warp,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support,Action;Indie,Action;Indie;Platformer,39,110,6.99,"Chaos Domain is a game about shooting bad people in the face. Apart from that, it is also a run and gun platformer, powered by Unreal Engine. The game is highly influenced by games from 8-bit and 16-bit era, including Contra/Probotector series, as well as titles like Abuse and Doom Troopers.",57600,Negative
Organ Trail: Director's Cut,2013-03-19,1,The Men Who Wear Many Hats,The Men Who Wear Many Hats,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Indie;Strategy,Zombies;Indie;Retro,28,203,3.99,"Organ Trail is a retro zombie survival game. Travel westward in a station wagon with 4 of your friends, scavenging for supplies and fending off the undead. Members of your party might die of dysentery or you might have to put them down yourself when they get bit.",194814,Positive
Disciples III - Resurrection,2011-10-11,1,Akella;.dat,Kalypso Media Digital,windows,0,Single-player,Strategy,Strategy;Turn-Based;RPG,0,0,9.99,"A new landmark in the history of Nevendaar, when a new race ascends to power – the ruthless & merciless Undead Hordes.",12245,Negative
Catmaze,2018-05-24,1,Redblack Spade,Redblack Spade,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG,Adventure;Action;Indie,21,0,7.19,"Catmaze is a fairy metroidvania inspired by Slavic myths. Age-old tales will come to life in the unforgettable adventure of Alesta, a sorceress whose courage guides her through mysterious paths and dark forests in search of the lost road to Navi, the world of the dead.",6650,Positive
Elven Legacy,2009-04-07,1,1C:InoCo,1C Entertainment,windows,0,Single-player;Multi-player;Steam Cloud;Includes level editor,RPG;Strategy,Strategy;RPG;Turn-Based Strategy,0,27,3.99,This sequel to Fantasy Wars continues its story after banishing the archdemon. The shadows of destruction begin to loom on the horizon once a human mage uncovers a dark and powerful secret dating back to the remote past of the Elven race.,8295,Mixed
Everlasting Summer,2014-11-19,1,Soviet Games,Soviet Games,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Adventure;Casual;Free to Play;Indie,Visual Novel;Free to Play;Story Rich,14,249,0.0,Visual novel loved by many – Everlasting Summer – now on Steam!,2359296,Very Positive
Portal,2007-10-10,1,Valve,Valve,windows;mac;linux,0,Single-player;Steam Achievements;Captions available;Partial Controller Support;Includes level editor;Includes Source SDK;Commentary available,Action,Puzzle;First-Person;Singleplayer,15,288,7.19,"Portal&trade; is a new single player game from Valve. Set in the mysterious Aperture Science Laboratories, Portal has been called one of the most innovative new games on the horizon and will offer gamers hours of unique gameplay.",4177599,Very Positive
STAR WARS™: TIE Fighter Special Edition,2015-04-28,1,Totally Games,LucasArts;Lucasfilm;Disney Interactive,windows;mac,0,Single-player;Partial Controller Support;Steam Cloud,Action,Action;Star Wars;Space,0,0,7.19,"The Imperial Navy is called upon to eradicate the last of the rebellion and restore law and order. As an Imperial navy starfighter pilot, you will safeguard imperiled lives thoughout the galaxy. Join the Emperor's cause in eliminating the Rebel uprising as the Empire strikes back!",17112,Mixed
Frederic: Evil Strikes Back,2014-05-23,1,Forever Entertainment S. A.,Forever Entertainment S. A.,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Indie;Casual;Music,18,302,5.59,"Frederic - Evil Strikes Back - The Bigger, Better, More Awesome sequel. Great new tracks. Great new locations. Great new features. Great new story.",50544,Positive
The Secret of Tremendous Corporation,2015-10-12,1,Sebastian Krzyszkowiak;Konrad Burandt;Paweł Radej,dosowisko.net,windows;linux,0,Single-player;Captions available;Steam Cloud,Adventure;Casual;Free to Play;Indie,Free to Play;Adventure;Indie,0,95242,0.0,Explore the deepest SECRETs™ of the Tremendous Corporation®. Find out what happened to indie devs and save the gaming industry!,16616,Mostly Positive
9 Clues 2: The Ward,2015-07-23,1,Tap It Games,Artifex Mundi,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Adventure;Casual;Hidden Object,39,177,6.99,Solve the mystery of Mnemosyne Asylum!,32736,Very Positive
Mana Spark,2018-09-27,1,BEHEMUTT;Kishimoto Studios,BEHEMUTT,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;RPG,RPG;Action;Indie,17,54,7.19,A challenging action RPG with deep souls-like combat and rogue-like elements. Explore a dreadful dungeon and fight smart enemies that will plan and collaborate between themselves to defeat you.,7942,Positive
The Cooking Game,2016-10-21,1,Play Spirit Limited,Play Spirit Limited,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards,Casual;Indie;Simulation,Casual;Indie;Simulation,49,288,4.79,"Start The Cooking Game, learn to cook, serve and manage your own restaurants. Show your skills and feed the hungry customers!",5876,Mixed
The Way of Life Free Edition,2016-05-31,1,CyberCoconut;Fabio Ferrara,CyberCoconut,windows;mac;linux,0,Single-player;Full controller support,Free to Play;Indie,Free to Play;Walking Simulator;Indie,0,13,0.0,"The Way of Life makes the player relive the same life's experiences from the point of view of three characters of different ages: an adult, an old man and a child.",367744,Mostly Positive
The Incredible Adventures of Van Helsing III,2015-05-22,1,NeocoreGames,NeocoreGames,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Indie;RPG,RPG;Action;Adventure,61,0,10.99,"Van Helsing, monster hunter will face the most difficult trials of his life as he is trying to destroy his nemesis. The civil war is over in Borgovia, but the future still looks grim. The city of weird science is in ruins and a strange cult prophesises the coming of the end times.",41416,Negative
Depth,2014-11-03,1,Digital Confectioners,Digital Confectioners,windows,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Workshop;In-App Purchases;Steam Cloud;Valve Anti-Cheat enabled;Stats;Steam Leaderboards;Includes level editor,Action;Indie,Action;Multiplayer;Gore,40,791,14.99,"Play as a shark or a diver in a dark aquatic world and overcome your enemies by employing cunning, teamwork, and stealth. Depth blends tension and visceral action as you team up against AI or be matched with other players in heart pounding combat.",1861704,Positive
Red Crucible®: Firestorm,2015-12-22,1,"Rocketeer Games Studio, LLC","Rocketeer Games Studio, LLC",windows;mac,0,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;In-App Purchases;Partial Controller Support,Action;Casual;Free to Play;Indie;Simulation,Shooter;Free to Play;FPS,0,232,0.0,"Destroy, smash and blast your way to victory! Use advanced weapons and vehicles to dominate the battlefield.",499658,Mixed
Life is Feudal: Forest Village,2017-05-26,1,Mindillusion,Bitbox Ltd.,windows,0,Single-player;Steam Workshop;Steam Cloud,Indie;Simulation;Strategy,City Builder;Strategy;Resource Management,29,89,18.99,"LiF:Forest Village is a city builder with survival aspects in a realistic harsh medieval world. Shape, build and expand your settlement, grow various food to prevent your villagers from avitaminosis and starvation. Possess them for additional micromanagement or simply to wander around.",138503,Mixed
Black Sand Drift,2016-09-08,1,Echo Hall Studios,Sometimes You,windows,0,Single-player;Steam Trading Cards;Partial Controller Support,Casual;Indie,Indie;Casual;Shoot 'Em Up,0,220,0.79,"For over 300 years, the five planets of the Kotiro galaxy have struggled under the heavy hand of maniacal, mechanical bots called Spiral. As the metallic army's relentless pursuit of the resource Black Sand begins ramping up exponentially, a few brave heroes decide to fight back.",9672,Mixed
Apartment of Love,2018-03-14,1,Pin-Point,Paradise Project,windows,0,Single-player;Steam Cloud,Adventure;Indie;RPG,Adventure;Indie;RPG,0,15,1.69,"This is a original Galgame with a fascinating storyline. What happened in this apartment, stays in this apartment. Konna Azusa is a pretty girl with a lot of energy in her. She's the same age as the MC and in highschool.",6764,Mixed
Ylands,2017-12-06,1,Bohemia Interactive,Bohemia Interactive,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;In-App Purchases;Partial Controller Support;Includes level editor,Adventure;Casual;Early Access,Early Access;Survival;Multiplayer,0,457,13.0,"Explore procedurally-generated islands, live off the land, and build things piece by piece. Ylands is a vibrant sandbox game with light survival elements. Alone or together with friends – your next adventure starts here.",118121,Mixed
Animation Throwdown: The Quest for Cards,2017-05-05,1,Synapse Games;Chinzilla,Kongregate,windows;mac,0,Single-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases,Adventure;Free to Play;RPG;Strategy,Free to Play;Card Game;Strategy,19,31,0.0,"Family Guy, Bob's Burgers, Futurama, American Dad, and King of the Hill join forces in Animation Throwdown, your favorite new collectible card game. Collect your favorite characters, combine cards to make hilarious combos, and battle your way through an adventure of animated proportions.",68284,Mixed
Cultures - 8th Wonder of the World,2015-03-26,1,Funatics Software,Daedalic Entertainment,windows,0,Single-player;Multi-player,Strategy,Strategy;City Builder;RTS,0,0,3.99,Solve the mystery surrounding the 8th Wonder of the World with your heroes and banish evil from the Earth! Play this RTS-Classic.,11532,Mostly Positive
Conclusion,2016-08-05,1,Tomadeira,Tomadeira,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Casual;Indie,Indie;Casual;Adventure,4,207,1.59,"The story of the Nile. Man, being in an unknown place. How did he get here? What is this place? Why this road seems very familiar? All questions have to answer You.",10660,Negative
Gorogoa,2017-12-14,1,Buried Signal,Annapurna Interactive,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Puzzle;Adventure;Indie,11,121,11.39,"Gorogoa is an elegant evolution of the puzzle genre, told through a beautifully hand-drawn story designed and illustrated by Jason Roberts. Winner of Debut Game at the 2018 BAFTA Games Awards, as well as Best Mobile Game and the Innovation Award at the GDC 2018 Choice Awards.",209324,Very Positive
MechWarrior Online™ Solaris 7,2015-12-10,1,Piranha Games Inc.,Piranha Games Inc.,windows,0,Multi-player;MMO;Steam Achievements,Action;Free to Play;Massively Multiplayer;Simulation;Strategy,Free to Play;Mechs;Multiplayer,36,812,0.0,"MechWarrior Online™ Solaris 7 is a tactical online shooter set in the BattleTech Universe. Assume the role of an elite MechWarrior, piloting powerful BattleMechs, fighting for supremacy over the Inner Sphere.",352160,Mostly Positive
Assault Android Cactus,2015-09-23,1,Witch Beam,Witch Beam,windows;mac;linux,0,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Twin Stick Shooter;Action;Indie,29,379,10.99,Assault Android Cactus is an intense arcade style twin stick shooter - pick from one of nine unique synthetic heroines and blast your way through overwhelming robots hordes to save the ship from its own workforce. Supports single player and local co-op game modes.,83886,Very Positive
Viscera Cleanup Detail,2015-10-23,1,RuneStorm,RuneStorm,windows;mac,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Indie;Simulation,Simulation;Gore;Multiplayer,85,589,9.99,"In Viscera Cleanup Detail, you step into the boots of a space-station janitor tasked with cleaning up after various horrific sci-fi horror events. Instead of machineguns and plasma-rifles, your tools are a mop and bucket. That hero left a mess, and it's up to you to deal with the aftermath.",454646,Very Positive
Trackmania² Lagoon,2017-05-23,1,Nadeo,Ubisoft,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Partial Controller Support;Includes level editor,Racing;Sports,Racing;Sports;Multiplayer,0,522,16.99,"Trackmania² Lagoon has you racing on raised tracks above a tropical island filled with insane activities. It comes with a FREE Trackmania multiplayer channel, an exclusive solo campaign, a new game mode and a world of possibilities in UGC.",8213,Negative
Pony Island,2016-01-04,1,Daniel Mullins Games,Daniel Mullins Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Stats,Indie,Puzzle;Indie;Psychological Horror,20,224,3.99,"Pony Island is a suspense puzzle game in disguise. You are in limbo, trapped in a malevolent and malfunctioning arcade machine devised by the devil himself. It is not a game about ponies.",507936,Very Positive
Resilience Wave Survival,2015-12-23,1,Jimbob Games,Jimbob Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Casual;Indie,Action;Indie;Adventure,81,9,7.19,"Resilience: Wave Survival is a physics based endless wave survival shooter. Explore to Search for Weapons and Ammo to help Defeat the Enemies, better find food and water too if you want to Survive for longer, but Beware of the Tripods stalking the lands.",10106,Mixed
Mind Games,2016-03-04,1,AK Games,RunServer,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Indie,Indie;Puzzle;Singleplayer,30,0,1.99,Mind games is a great set of extremely hard brain twisting puzzles! Warning: this game is for smarties! Only one out of ten people can solve the first puzzle!,7228,Mixed
Abyss Raiders: Uncharted,2015-04-30,1,DarkStar Games,DarkStar Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Action;Adventure;Indie;Strategy,Strategy;Action;Adventure,20,271,3.99,"Abyss Raiders: Uncharted is an action tower defence game, set in a future where robots are the dominant species in the universe. You will need to survive waves of fierce enemies whilst searching for the ancient ruins that have the power to prevent the second apocalypse.",7750,Negative
E.T. Armies,2016-03-03,1,Raspina Studio,Merge Games,windows,16,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards,Action,Action;FPS;Multiplayer,21,0,10.99,"E.T. Armies is an action-packed, fast-paced, science-fiction first person shooter. The game takes place in a future where Earth has been reduced to ashes; It is now home to a new nation that hungers only for war. Prepare yourself to rise and defend against the invasion of the Forsaken.",12792,Negative
Lovers in a Dangerous Spacetime,2015-09-09,1,Asteroid Base,Asteroid Base,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;Simulation,Local Co-Op;Action;Co-op,28,249,10.99,Explore a neon galaxy in your very own battleship in this 1- to 4-player couch co-op adventure.,122450,Very Positive
Survive in Space,2016-05-20,1,Just1337 Studio,Just1337 Publisher,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Casual;Indie;RPG,Action;Casual;Indie,42,557,4.99,"The game is spread over 50 different levels, and Sasaki must fight through them all to redeem his people. The game features five powerful bosses that you will encounter at the end of each sector – every nine levels. Each boss is a skill puzzle of his own, with shifting mechanics and environments that will keep you on your toes.",11596,Mixed
All Guns On Deck,2015-08-28,1,DL Softworks,KISS ltd,windows,0,Single-player;Partial Controller Support;Steam Cloud,Action;Adventure;Casual;Indie;RPG;Simulation;Strategy;Early Access,Early Access;Strategy;Casual,0,244,9.99,"All Guns On Deck is a naval strategy, real time tactics action rpg with a unique battle system and unforgiving world to conquer.",21514,Negative
Medusa's Labyrinth,2016-02-15,1,Guru Games,Guru Games,windows,0,Single-player;Partial Controller Support,Action;Adventure;Free to Play;Indie,Free to Play;Horror;Adventure,0,19,0.0,"Medusa’s Labyrinth is a very short mythological first-person horror game set in ancient Greece. It takes myths and legends that have stayed with us for over 2000 years and mix them together with modern gameplay. The game let's you explore murky catacombs and follow along a classic, tragic story.",52832,Mostly Positive
Supreme Commander 2,2010-03-01,1,Gas Powered Games,Square Enix,windows,0,Single-player;Multi-player;Steam Achievements;Stats;Steam Leaderboards,Strategy,Strategy;RTS;Sci-fi,47,1834,8.99,"Includes 47 Steam achievements, leaderboards, and stats!",492881,Positive
Last Days of Spring Visual Novel,2015-10-07,1,Sapphire Dragon Productions,Sapphire Dragon Productions,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Simulation,Visual Novel;Indie;Casual,9,0,2.09,"Last Days of Spring is a YA (Young Adult) Otome Visual Novel following a group of high school seniors in their last week of school as they come to terms with questions about love, life and destiny. Follow the steps of Yuka Kishimoto as she navigates across her final week as a high school student and sees her life come to a complete...",6510,Negative
Hexcells Infinite,2014-09-01,1,Matthew Brown,Matthew Brown,windows;mac;linux,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Strategy,Puzzle;Indie;Casual,7,1697,3.99,Hexcells Infinite is the third game in the series of ambient logic puzzle games.,145080,Very Positive
>observer_,2017-08-15,1,Bloober Team SA,Aspyr,windows;mac;linux,16,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Indie,Cyberpunk;Horror;Psychological Horror,19,91,22.99,"What would you do if your fears were hacked? &gt;observer_ is a cyberpunk horror game from Bloober Team, the creators of Layers of Fear. Play as an Observer, the new front line of neural police, as you hack into the jagged minds of the insane.",131193,Mostly Positive
World Basketball Manager 2010,2010-04-21,1,Icehole Games,Strategy First,windows,0,Single-player,Simulation,Simulation;Sports;Basketball,0,0,2.09,"World Basketball Manager (WBM) is a basketball strategy game. It uses the same game-play principles as most soccer management games do. Entering the game, the player creates his manager profile and he is hired as the general manager of a basketball club and his task is to improve the team’s performance by analyzing the facts and making...",10112,Negative
Deadly Premonition: The Director's Cut,2013-10-29,1,Rising Star Games,Rising Star Games,windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Nudity;Violent;Gore;Action;Adventure,Story Rich;Adventure;Horror,60,318,19.99,"You wanted it, now you've got it – the award-winning cult sensation Deadly Premonition is arriving on PC in an enhanced Director’s Cut package! Playing as special agent Francis York Morgan (call him York – everyone else does), it’s your job to investigate the brutal murder of a young local beauty in the town of Greenvale.",233366,Mixed
MHRD,2017-01-05,1,Funghisoft,Funghisoft,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Indie;Simulation,Indie;Simulation;Programming,7,698,6.99,"MHRD is a hardware design game, in which you design various hardware circuits in a hardware description language. The hardware circuits you design get more complex as you go until you create a fully functional CPU design.",9030,Positive
Portal 2,2011-04-18,1,Valve,Valve,windows;mac;linux,0,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Stats;Includes level editor;Commentary available,Action;Adventure,Puzzle;Co-op;First-Person,51,1102,7.19,The &quot;Perpetual Testing Initiative&quot; has been expanded to allow you to design co-op puzzles for you and your friends!,11068769,Very Positive
WRC 5 FIA World Rally Championship,2015-10-08,1,KT Racing,Bigben Interactive;Plug In Digital,windows,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Racing,Racing;Simulation;Multiplayer,37,0,29.99,"Find all the cars, all the drivers and all the official rallies of the 2015 FIA World Rally Championship in THE racing simulation standard. Realistic driving on different road surfaces, dynamic damage, day/night system, weather… Experience all the sensations of rally racing in WRC 5!",28148,Negative
Letter Quest: Grimm's Journey Remastered,2015-08-05,1,Bacon Bandit Games,Digerati Distribution,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual;Indie,Spelling;Casual;Typing,60,0,0.0,"The grim reapers Grimm and Rose need your help to defeat a legion of monsters, ghosts, and evil bunnies using the power of words! Letter Quest Remastered is the remake of the Bacon Bandits' first game, now with an endless mode, new soundtrack, and fully animated monsters!",18228,Positive
Evolvation,2017-02-06,1,HyperReuts,HyperReuts,windows,0,Multi-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards,Action;Casual;Indie;Massively Multiplayer;Simulation,Massively Multiplayer;Action;Indie,133,292,6.99,"Evolvation is a multiplayer fast-paced and class based space flying shooter developed by a two-man-army from Amsterdam. It is still under development but already good to play. Classes are: Highspeed, Fighter, Stealth, Support and Tank. Each class has its own special ability which provides a dynamic gameplay.",33153,Mixed
Star Command Galaxies,2015-09-17,1,Warballoon,Warballoon,windows;mac,0,Single-player,Indie;Simulation;Strategy;Early Access,Early Access;Simulation;Strategy,1,0,11.39,"Star Command Galaxies is the ultimate starship simulator. Become Captain and recruit your crew, build your ship, explore a randomly generated universe and battle alien ships across the galaxy.",20274,Negative
Cube Destroyer,2016-02-15,1,Freedomize Studio,Freedomize Studio,windows,0,Single-player;Steam Trading Cards,Action;Indie,Indie;Action;Top-Down,0,193,0.79,Cube Destroyer is a top-down shooter with a dynamic gameplay.,57252,Positive
Okhlos: Omega,2016-08-18,1,Coffee Powered Machine,Devolver Digital,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;Strategy,Action;Indie;Strategy,38,281,9.99,Squeeze into your toga and slide on your sandals to rally the angry mobs of Okhlos and bring down the oppressive god of mythological Greece!,34424,Mostly Positive
